time,pos_theta1,pos_theta2,pos_d3,pos_theta4
67.906,12.2421,-86.2957,-131.062,-84.0535
67.917,12.101,-86.1802,-130.955,-84.0792
67.927,11.9725,-86.0744,-130.858,-84.1019
67.938,11.8308,-85.9571,-130.751,-84.1263
67.949,11.6888,-85.8388,-130.643,-84.15
67.959,11.5595,-85.7305,-130.545,-84.171
67.97,11.417,-85.6104,-130.437,-84.1934
67.98,11.2871,-85.5003,-130.338,-84.2132
67.991,11.1441,-85.3783,-130.229,-84.2343
68.001,11.0137,-85.2666,-130.13,-84.2529
68.012,10.8701,-85.1428,-130.02,-84.2727
68.022,10.7388,-85.0287,-129.92,-84.2899
68.033,10.5926,-84.9003,-129.808,-84.3077
68.043,10.4581,-84.7809,-129.705,-84.3228
68.054,10.3084,-84.6466,-129.59,-84.3382
68.065,10.1568,-84.5092,-129.474,-84.3524
68.075,10.0174,-84.3817,-129.367,-84.3643
68.086,9.86237,-84.2385,-129.248,-84.3762
68.096,9.71989,-84.1058,-129.138,-84.3859
68.107,9.5615,-83.957,-129.016,-84.3955
68.117,9.416,-83.8193,-128.905,-84.4033
68.128,9.25433,-83.665,-128.78,-84.4107
68.138,9.10589,-83.5223,-128.666,-84.4164
68.149,8.94102,-83.3626,-128.539,-84.4216
68.159,8.78971,-83.215,-128.422,-84.4253
68.17,8.62173,-83.0501,-128.293,-84.4283
68.18,8.46762,-82.8977,-128.174,-84.4301
68.191,8.2966,-82.7276,-128.042,-84.431
68.202,8.12402,-82.5549,-127.909,-84.4309
68.212,7.9658,-82.3956,-127.786,-84.4298
68.223,7.79031,-82.2178,-127.651,-84.4275
68.233,7.62948,-82.054,-127.527,-84.4246
68.244,7.45116,-81.8715,-127.389,-84.4203
68.254,7.2878,-81.7033,-127.262,-84.4155
68.265,7.10673,-81.516,-127.122,-84.4093
68.275,6.94091,-81.3436,-126.994,-84.4027
68.286,6.75718,-81.1517,-126.852,-84.3945
68.296,6.58897,-80.9751,-126.721,-84.3862
68.307,6.40266,-80.7787,-126.577,-84.3761
68.318,6.21503,-80.58,-126.431,-84.365
68.328,6.04333,-80.3974,-126.298,-84.354
68.339,5.85324,-80.1943,-126.151,-84.3411
68.349,5.67934,-80.0078,-126.016,-84.3285
68.36,5.48688,-79.8006,-125.867,-84.3137
68.37,5.31086,-79.6103,-125.73,-84.2995
68.381,5.1161,-79.399,-125.579,-84.2829
68.391,4.93803,-79.2051,-125.44,-84.2671
68.402,4.74106,-78.9899,-125.287,-84.2488
68.412,4.56102,-78.7925,-125.147,-84.2314
68.423,4.36191,-78.5734,-124.993,-84.2115
68.433,4.17997,-78.3725,-124.851,-84.1925
68.444,3.97882,-78.1497,-124.695,-84.1709
68.455,3.77663,-77.925,-124.537,-84.1484
68.465,3.59193,-77.7191,-124.394,-84.1272
68.476,3.38782,-77.4909,-124.235,-84.1031
68.486,3.20141,-77.2818,-124.09,-84.0804
68.497,2.99545,-77.0502,-123.929,-84.0548
68.507,2.8074,-76.8381,-123.783,-84.0307
68.518,2.59969,-76.6032,-123.621,-84.0035
68.528,2.41008,-76.3882,-123.473,-83.9781
68.539,2.20068,-76.15,-123.31,-83.9494
68.549,2.00958,-75.9322,-123.161,-83.9226
68.56,1.79859,-75.691,-122.997,-83.8924
68.571,1.58679,-75.4483,-122.831,-83.8615
68.581,1.39356,-75.2264,-122.681,-83.8328
68.592,1.18029,-74.9808,-122.514,-83.8005
68.602,0.985769,-74.7563,-122.363,-83.7705
68.613,0.771108,-74.5079,-122.195,-83.7368
68.623,0.575357,-74.281,-122.042,-83.7056
68.634,0.359387,-74.03,-121.874,-83.6706
68.644,0.162483,-73.8007,-121.72,-83.6382
68.655,-0.0547139,-73.5472,-121.55,-83.6019
68.665,-0.252696,-73.3157,-121.396,-83.5684
68.676,-0.471038,-73.0598,-121.225,-83.5309
68.686,-0.670023,-72.8262,-121.07,-83.4962
68.697,-0.889428,-72.568,-120.898,-83.4575
68.708,-1.10936,-72.3088,-120.726,-83.4181
68.718,-1.30973,-72.0721,-120.57,-83.3818
68.729,-1.5306,-71.8107,-120.397,-83.3413
68.739,-1.73178,-71.5722,-120.24,-83.304
68.75,-1.95351,-71.3088,-120.066,-83.2624
68.76,-2.15544,-71.0686,-119.908,-83.224
68.771,-2.37794,-70.8034,-119.734,-83.1813
68.781,-2.58053,-70.5615,-119.576,-83.142
68.792,-2.80373,-70.2946,-119.401,-83.0983
68.802,-3.00692,-70.0512,-119.242,-83.0581
68.813,-3.23072,-69.7826,-119.067,-83.0133
68.824,-3.45481,-69.5133,-118.891,-82.9681
68.834,-3.65876,-69.2678,-118.732,-82.9265
68.845,-3.88334,-68.997,-118.556,-82.8803
68.855,-4.08769,-68.7502,-118.396,-82.8379
68.866,-4.31268,-68.4782,-118.22,-82.7908
68.876,-4.51736,-68.2303,-118.059,-82.7476
68.887,-4.74267,-67.957,-117.883,-82.6996
68.897,-4.94761,-67.7081,-117.722,-82.6557
68.908,-5.17316,-67.4337,-117.545,-82.6069
68.918,-5.37828,-67.1839,-117.385,-82.5621
68.929,-5.60398,-66.9086,-117.208,-82.5125
68.94,-5.82974,-66.6328,-117.031,-82.4626
68.95,-6.035,-66.3818,-116.87,-82.4168
68.961,-6.26079,-66.1053,-116.693,-82.3661
68.971,-6.46604,-65.8536,-116.532,-82.3196
68.982,-6.69179,-65.5764,-116.355,-82.2682
68.992,-6.89696,-65.3242,-116.194,-82.2211
69.003,-7.12257,-65.0465,-116.017,-82.1691
69.013,-7.32759,-64.7938,-115.856,-82.1214
69.024,-7.55299,-64.5157,-115.679,-82.0687
69.034,-7.75778,-64.2627,-115.519,-82.0205
69.045,-7.98289,-63.9843,-115.342,-81.9672
69.055,-8.18738,-63.7312,-115.181,-81.9185
69.066,-8.41212,-63.4526,-115.005,-81.8647
69.079,-8.67742,-63.1233,-114.797,-81.8007
69.089,-8.88125,-62.87,-114.637,-81.7513
69.099,-9.08486,-62.6167,-114.477,-81.7016
69.11,-9.30855,-62.3382,-114.301,-81.6467
69.12,-9.51163,-62.085,-114.142,-81.5967
69.131,-9.73468,-61.8067,-113.967,-81.5414
69.141,-9.93715,-61.5538,-113.808,-81.4909
69.152,-10.1595,-61.2758,-113.633,-81.4353
69.162,-10.3613,-61.0232,-113.474,-81.3845
69.173,-10.5828,-60.7456,-113.3,-81.3284
69.183,-10.7839,-60.4935,-113.142,-81.2773
69.194,-11.0046,-60.2164,-112.969,-81.221
69.205,-11.2248,-59.9397,-112.796,-81.1645
69.215,-11.4245,-59.6885,-112.639,-81.113
69.226,-11.6437,-59.4125,-112.467,-81.0562
69.236,-11.8425,-59.162,-112.311,-81.0045
69.247,-12.0606,-58.8869,-112.139,-80.9475
69.257,-12.2584,-58.6373,-111.984,-80.8956
69.268,-12.4753,-58.3632,-111.813,-80.8385
69.278,-12.672,-58.1144,-111.658,-80.7864
69.289,-12.8877,-57.8414,-111.489,-80.7291
69.299,-13.0832,-57.5937,-111.335,-80.6769
69.31,-13.2976,-57.3219,-111.166,-80.6195
69.321,-13.5113,-57.0508,-110.998,-80.5621
69.331,-13.7048,-56.8049,-110.846,-80.5098
69.342,-13.917,-56.5352,-110.679,-80.4523
69.352,-14.1093,-56.2907,-110.528,-80.4
69.363,-14.32,-56.0225,-110.362,-80.3424
69.373,-14.5108,-55.7794,-110.212,-80.2901
69.384,-14.7198,-55.5128,-110.048,-80.2326
69.394,-14.9091,-55.2713,-109.899,-80.1804
69.405,-15.1165,-55.0064,-109.736,-80.1229
69.415,-15.3042,-54.7665,-109.588,-80.0708
69.426,-15.5098,-54.5036,-109.426,-80.0134
69.436,-15.6959,-54.2655,-109.28,-79.9613
69.447,-15.8996,-54.0045,-109.119,-79.9041
69.458,-16.1023,-53.7447,-108.96,-79.847
69.468,-16.2857,-53.5094,-108.815,-79.7952
69.479,-16.4865,-53.2518,-108.657,-79.7383
69.489,-16.668,-53.0186,-108.514,-79.6866
69.5,-16.8667,-52.7632,-108.358,-79.6299
69.51,-17.0464,-52.5321,-108.216,-79.5785
69.521,-17.2429,-52.2792,-108.062,-79.5221
69.531,-17.4206,-52.0504,-107.922,-79.4709
69.542,-17.6149,-51.7999,-107.769,-79.4148
69.552,-17.7905,-51.5735,-107.63,-79.3639
69.563,-17.9825,-51.3257,-107.479,-79.3082
69.574,-18.1732,-51.0794,-107.329,-79.2526
69.584,-18.3455,-50.8568,-107.193,-79.2023
69.595,-18.5338,-50.6133,-107.045,-79.1471
69.605,-18.7039,-50.3933,-106.911,-79.0972
69.616,-18.8897,-50.1528,-106.765,-79.0424
69.626,-19.0574,-49.9355,-106.632,-78.9929
69.637,-19.2406,-49.6981,-106.488,-78.9387
69.647,-19.4059,-49.4836,-106.358,-78.8896
69.658,-19.5864,-49.2494,-106.215,-78.8358
69.668,-19.7493,-49.0379,-106.087,-78.7872
69.679,-19.9271,-48.807,-105.947,-78.7341
69.69,-20.1033,-48.5779,-105.808,-78.6812
69.7,-20.2623,-48.3711,-105.683,-78.6334
69.711,-20.4357,-48.1455,-105.546,-78.5812
69.721,-20.5919,-47.942,-105.423,-78.5339
69.732,-20.7623,-47.72,-105.289,-78.4823
69.742,-20.9159,-47.5198,-105.168,-78.4357
69.753,-21.0833,-47.3016,-105.036,-78.3848
69.763,-21.234,-47.1049,-104.917,-78.3389
69.774,-21.3982,-46.8904,-104.787,-78.2887
69.784,-21.5461,-46.6973,-104.671,-78.2434
69.795,-21.7071,-46.4869,-104.544,-78.1939
69.805,-21.852,-46.2974,-104.43,-78.1494
69.816,-22.0097,-46.091,-104.305,-78.1007
69.827,-22.1656,-45.8869,-104.182,-78.0525
69.837,-22.3059,-45.7032,-104.072,-78.0091
69.848,-22.4584,-45.5034,-103.951,-77.9618
69.858,-22.5955,-45.3236,-103.843,-77.9191
69.869,-22.7445,-45.1282,-103.726,-77.8727
69.879,-22.8784,-44.9525,-103.62,-77.8309
69.89,-23.0239,-44.7615,-103.505,-77.7854
69.9,-23.1544,-44.59,-103.402,-77.7445
69.911,-23.2962,-44.4037,-103.29,-77.6999
69.921,-23.4234,-44.2365,-103.19,-77.6599
69.932,-23.5614,-44.0549,-103.081,-77.6164
69.943,-23.6975,-43.8759,-102.974,-77.5734
69.953,-23.8194,-43.7154,-102.878,-77.5348
69.964,-23.9516,-43.5413,-102.773,-77.4929
69.974,-24.0699,-43.3853,-102.68,-77.4553
69.985,-24.1981,-43.2163,-102.579,-77.4145
69.995,-24.3129,-43.065,-102.488,-77.3779
70.006,-24.437,-42.9012,-102.39,-77.3382
70.016,-24.5481,-42.7546,-102.303,-77.3027
70.027,-24.6681,-42.5961,-102.208,-77.2642
70.037,-24.7754,-42.4544,-102.123,-77.2297
70.048,-24.8912,-42.3013,-102.032,-77.1925
70.058,-24.9946,-42.1646,-101.95,-77.1591
70.069,-25.1062,-42.017,-101.862,-77.1231
70.08,-25.2155,-41.8723,-101.776,-77.0878
70.09,-25.3128,-41.7434,-101.699,-77.0562
70.101,-25.4177,-41.6045,-101.616,-77.0222
70.111,-25.511,-41.4809,-101.542,-76.9919
70.122,-25.6114,-41.3478,-101.463,-76.9592
70.132,-25.7006,-41.2295,-101.393,-76.9301
70.143,-25.7965,-41.1024,-101.317,-76.8988
70.153,-25.8815,-40.9896,-101.25,-76.871
70.164,-25.9727,-40.8685,-101.178,-76.8412
70.174,-26.0534,-40.7613,-101.114,-76.8147
70.185,-26.1398,-40.6464,-101.046,-76.7863
70.196,-26.2238,-40.5349,-100.98,-76.7587
70.206,-26.2979,-40.4364,-100.921,-76.7342
70.217,-26.3769,-40.3312,-100.859,-76.7081
70.227,-26.4466,-40.2385,-100.804,-76.6851
70.238,-26.5207,-40.1398,-100.745,-76.6606
70.248,-26.5858,-40.0531,-100.694,-76.639
70.259,-26.6549,-39.9611,-100.639,-76.616
70.269,-26.7155,-39.8805,-100.591,-76.5959
70.28,-26.7795,-39.7951,-100.541,-76.5746
70.29,-26.8353,-39.7207,-100.497,-76.556
70.301,-26.8941,-39.6422,-100.45,-76.5364
70.311,-26.9452,-39.5741,-100.41,-76.5193
70.322,-26.9987,-39.5026,-100.368,-76.5013
70.333,-27.0495,-39.4348,-100.327,-76.4843
70.343,-27.0932,-39.3765,-100.293,-76.4697
70.354,-27.1386,-39.3159,-100.257,-76.4544
70.364,-27.1773,-39.264,-100.226,-76.4414
70.375,-27.2172,-39.2107,-100.195,-76.4279
70.385,-27.2509,-39.1656,-100.168,-76.4165
70.396,-27.2853,-39.1196,-100.141,-76.4049
70.406,-27.3139,-39.0813,-100.118,-76.3952
70.417,-27.3426,-39.0429,-100.096,-76.3855
70.427,-27.3661,-39.0114,-100.077,-76.3775
70.438,-27.3891,-38.9806,-100.059,-76.3697
70.449,-27.409,-38.9539,-100.043,-76.363
70.459,-27.4245,-38.9332,-100.031,-76.3577
70.47,-27.4386,-38.9143,-100.02,-76.3529
70.48,-27.4488,-38.9007,-100.012,-76.3494
70.491,-27.4569,-38.8897,-100.005,-76.3466
70.501,-27.4616,-38.8834,-100.002,-76.345
70.512,-27.4638,-38.8805,-100,-76.3443
