time,vel_theta1,vel_theta2,vel_d3,vel_theta4
227.75,-1.66169,-0.660107,0.931243,-2.6627
227.78,-1.61129,-0.674378,0.926355,-2.65056
227.81,-1.56139,-0.688374,0.9215,-2.63845
227.84,-1.51198,-0.702096,0.916676,-2.62637
227.87,-1.46306,-0.715545,0.911885,-2.61432
227.9,-1.41463,-0.728719,0.907125,-2.60229
227.93,-1.3667,-0.741619,0.902398,-2.59029
227.96,-1.31926,-0.754245,0.897703,-2.57831
227.99,-1.27232,-0.766597,0.893039,-2.56637
228.02,-1.22586,-0.778675,0.888408,-2.55445
228.05,-1.1799,-0.790479,0.883808,-2.54256
228.08,-1.13444,-0.802009,0.879241,-2.53069
228.11,-1.08947,-0.813265,0.874705,-2.51886
228.141,-1.04351,-0.824608,0.870052,-2.50665
228.171,-0.999543,-0.835306,0.865582,-2.49487
228.201,-0.956067,-0.845731,0.861143,-2.48312
228.231,-0.913084,-0.855881,0.856737,-2.47139
228.261,-0.870594,-0.865758,0.852363,-2.45969
228.291,-0.828598,-0.87536,0.84802,-2.44801
228.321,-0.787095,-0.884688,0.84371,-2.43637
228.351,-0.746085,-0.893742,0.839431,-2.42475
228.381,-0.705568,-0.902522,0.835185,-2.41316
228.411,-0.665544,-0.911028,0.830971,-2.40159
228.441,-0.626014,-0.91926,0.826788,-2.39006
228.471,-0.586977,-0.927218,0.822638,-2.37855
228.501,-0.548434,-0.934902,0.818519,-2.36706
228.531,-0.510384,-0.942312,0.814433,-2.35561
228.561,-0.472826,-0.949447,0.810379,-2.34418
228.591,-0.435763,-0.956309,0.806356,-2.33278
228.621,-0.399192,-0.962896,0.802366,-2.3214
228.651,-0.363115,-0.96921,0.798407,-2.31006
228.681,-0.327531,-0.975249,0.794481,-2.29874
228.711,-0.29244,-0.981015,0.790587,-2.28745
228.741,-0.257843,-0.986506,0.786724,-2.27618
228.772,-0.22261,-0.991892,0.782767,-2.26457
228.802,-0.189016,-0.996826,0.778969,-2.25336
228.832,-0.155915,-1.00149,0.775204,-2.24218
228.862,-0.123307,-1.00587,0.771471,-2.23102
228.892,-0.0911921,-1.00998,0.767769,-2.21989
228.922,-0.0595708,-1.01382,0.7641,-2.20879
228.952,-0.0284427,-1.01739,0.760463,-2.19772
228.982,0.00219217,-1.02067,0.756857,-2.18667
229.012,0.0323337,-1.02369,0.753284,-2.17565
229.042,0.061982,-1.02643,0.749743,-2.16466
229.072,0.091137,-1.0289,0.746233,-2.1537
229.102,0.119799,-1.03109,0.742756,-2.14276
229.132,0.147967,-1.03301,0.739311,-2.13185
229.162,0.175642,-1.03466,0.735897,-2.12096
229.192,0.202824,-1.03603,0.732516,-2.11011
229.222,0.229513,-1.03713,0.729167,-2.09928
229.252,0.255708,-1.03795,0.725849,-2.08848
229.282,0.281411,-1.0385,0.722564,-2.0777
229.312,0.306619,-1.03877,0.719311,-2.06696
229.342,0.331335,-1.03877,0.716089,-2.05624
229.372,0.355557,-1.0385,0.7129,-2.04554
229.403,0.380069,-1.03793,0.709638,-2.03452
229.433,0.403288,-1.0371,0.706514,-2.02388
229.463,0.426014,-1.03599,0.703421,-2.01327
229.493,0.448247,-1.03462,0.700361,-2.00269
229.523,0.469986,-1.03296,0.697333,-1.99213
229.553,0.491233,-1.03104,0.694337,-1.98161
229.583,0.511986,-1.02884,0.691372,-1.9711
229.613,0.532245,-1.02636,0.68844,-1.96063
229.643,0.552012,-1.02361,0.68554,-1.95018
229.673,0.571285,-1.02059,0.682672,-1.93976
229.703,0.590065,-1.01729,0.679835,-1.92937
229.733,0.608351,-1.01372,0.677031,-1.91901
229.763,0.626145,-1.00988,0.674259,-1.90867
229.793,0.643445,-1.00576,0.671519,-1.89836
229.823,0.660252,-1.00136,0.66881,-1.88807
229.853,0.676565,-0.996695,0.666134,-1.87782
229.883,0.692385,-0.991754,0.66349,-1.86759
229.913,0.707712,-0.986538,0.660877,-1.85738
229.943,0.722546,-0.981049,0.658297,-1.84721
229.973,0.736887,-0.975285,0.655749,-1.83706
230.004,0.751187,-0.969041,0.653149,-1.8266
230.034,0.764524,-0.96272,0.650666,-1.81651
230.064,0.777369,-0.956125,0.648215,-1.80644
230.094,0.789719,-0.949256,0.645796,-1.79641
230.124,0.801577,-0.942113,0.643409,-1.7864
230.154,0.812942,-0.934696,0.641053,-1.77641
230.184,0.823813,-0.927005,0.63873,-1.76646
230.214,0.83419,-0.919039,0.636439,-1.75653
230.244,0.844075,-0.9108,0.63418,-1.74662
230.274,0.853466,-0.902286,0.631953,-1.73675
230.304,0.862364,-0.893499,0.629757,-1.7269
230.334,0.870769,-0.884437,0.627594,-1.71708
230.364,0.878681,-0.875102,0.625463,-1.70729
230.394,0.886099,-0.865492,0.623364,-1.69752
230.424,0.893024,-0.855608,0.621297,-1.68778
230.454,0.899455,-0.84545,0.619261,-1.67807
230.484,0.905394,-0.835018,0.617258,-1.66839
230.514,0.910839,-0.824312,0.615287,-1.65873
230.544,0.915791,-0.813332,0.613348,-1.6491
230.574,0.920249,-0.802078,0.611441,-1.6395
230.604,0.924215,-0.79055,0.609565,-1.62992
230.635,0.927794,-0.778349,0.607661,-1.62005
230.665,0.930756,-0.766264,0.605851,-1.61053
230.695,0.933225,-0.753904,0.604073,-1.60104
230.725,0.935201,-0.741271,0.602327,-1.59158
230.755,0.936684,-0.728363,0.600613,-1.58214
230.785,0.937673,-0.715182,0.598931,-1.57273
230.815,0.938169,-0.701726,0.59728,-1.56334
230.845,0.938172,-0.687996,0.595662,-1.55398
230.875,0.937681,-0.673992,0.594076,-1.54465
230.905,0.936697,-0.659714,0.592522,-1.53535
230.935,0.93522,-0.645162,0.591,-1.52608
230.965,0.93325,-0.630336,0.58951,-1.51683
230.995,0.930786,-0.615236,0.588052,-1.50761
231.025,0.927829,-0.599861,0.586625,-1.49841
231.055,0.924379,-0.584213,0.585231,-1.48925
231.085,0.920436,-0.568291,0.583869,-1.48011
231.115,0.915999,-0.552094,0.582539,-1.47099
231.145,0.911069,-0.535624,0.581241,-1.46191
231.175,0.905646,-0.518879,0.579975,-1.45285
231.205,0.899729,-0.501861,0.578741,-1.44382
231.235,0.893319,-0.484568,0.577539,-1.43482
231.266,0.886178,-0.466411,0.57633,-1.42554
231.296,0.878765,-0.448561,0.575193,-1.41659
231.326,0.870859,-0.430437,0.574088,-1.40767
231.356,0.86246,-0.412039,0.573015,-1.39878
231.386,0.853567,-0.393367,0.571974,-1.38991
231.416,0.844181,-0.37442,0.570965,-1.38107
231.446,0.834302,-0.3552,0.569988,-1.37226
231.476,0.82393,-0.335706,0.569043,-1.36348
231.506,0.813064,-0.315937,0.568129,-1.35472
231.536,0.801705,-0.295895,0.567248,-1.34599
231.566,0.789853,-0.275578,0.566399,-1.33729
231.596,0.777507,-0.254988,0.565582,-1.32861
231.626,0.764668,-0.234123,0.564797,-1.31996
231.656,0.751336,-0.212984,0.564044,-1.31134
231.686,0.737511,-0.191571,0.563323,-1.30274
231.716,0.723192,-0.169884,0.562634,-1.29418
231.746,0.708381,-0.147924,0.561977,-1.28564
231.776,0.693075,-0.125689,0.561352,-1.27712
231.806,0.677277,-0.103179,0.560759,-1.26864
231.836,0.660985,-0.0803963,0.560198,-1.26018
231.866,0.6442,-0.0573391,0.559669,-1.25175
231.897,0.626338,-0.0332254,0.559156,-1.24307
231.927,0.60855,-0.00961091,0.558692,-1.23469
231.957,0.590269,0.0142776,0.55826,-1.22634
231.987,0.571494,0.0384402,0.55786,-1.21802
232.017,0.552227,0.0628769,0.557492,-1.20972
232.047,0.532466,0.0875876,0.557156,-1.20146
232.077,0.512211,0.112572,0.556852,-1.19322
232.107,0.491464,0.137831,0.55658,-1.18501
232.137,0.470223,0.163364,0.55634,-1.17682
232.167,0.448489,0.189171,0.556132,-1.16866
232.197,0.426261,0.215252,0.555956,-1.16053
232.227,0.403541,0.241607,0.555812,-1.15243
232.257,0.380327,0.268237,0.5557,-1.14435
232.287,0.35662,0.29514,0.55562,-1.1363
232.317,0.332419,0.322317,0.555572,-1.12828
232.347,0.307726,0.349769,0.555556,-1.12028
232.377,0.282539,0.377494,0.555572,-1.11232
232.407,0.256858,0.405494,0.55562,-1.10438
232.437,0.230685,0.433767,0.5557,-1.09646
232.467,0.204018,0.462315,0.555812,-1.08858
232.497,0.176858,0.491137,0.555956,-1.08072
232.528,0.148274,0.521207,0.556138,-1.07262
232.558,0.120111,0.550586,0.556347,-1.06482
232.588,0.091455,0.580239,0.556588,-1.05704
232.618,0.0623055,0.610166,0.556861,-1.04929
232.648,0.0326626,0.640367,0.557166,-1.04157
232.678,0.00252647,0.670843,0.557503,-1.03388
232.708,-0.0281029,0.701592,0.557872,-1.02621
232.738,-0.0592256,0.732615,0.558273,-1.01857
232.768,-0.0908415,0.763913,0.558707,-1.01096
232.798,-0.122951,0.795484,0.559172,-1.00337
232.828,-0.155553,0.82733,0.559669,-0.995812
232.858,-0.188649,0.859449,0.560198,-0.98828
232.888,-0.222238,0.891843,0.560759,-0.980776
232.918,-0.25632,0.924511,0.561352,-0.973298
232.948,-0.290896,0.957453,0.561977,-0.965848
232.978,-0.325965,0.990669,0.562634,-0.958426
233.008,-0.361527,1.02416,0.563323,-0.95103
233.038,-0.397582,1.05792,0.564044,-0.943662
233.068,-0.434131,1.09196,0.564797,-0.93632
233.098,-0.471173,1.12627,0.565582,-0.929006
233.129,-0.509968,1.16202,0.566427,-0.921477
233.159,-0.548013,1.19689,0.567277,-0.914219
233.189,-0.586551,1.23203,0.568159,-0.906987
233.219,-0.625582,1.26745,0.569073,-0.899783
233.249,-0.665107,1.30314,0.57002,-0.892606
233.279,-0.705125,1.3391,0.570998,-0.885456
233.309,-0.745636,1.37534,0.572008,-0.878333
233.339,-0.786641,1.41186,0.57305,-0.871238
233.369,-0.828138,1.44865,0.574124,-0.86417
233.399,-0.87013,1.48571,0.57523,-0.857129
233.429,-0.912614,1.52304,0.576368,-0.850115
233.459,-0.955591,1.56065,0.577539,-0.843128
233.489,-0.999062,1.59854,0.578741,-0.836169
233.519,-1.04303,1.6367,0.579975,-0.829237
233.549,-1.08748,1.67513,0.581241,-0.822332
233.579,-1.13243,1.71384,0.582539,-0.815454
233.609,-1.17788,1.75282,0.583869,-0.808603
233.639,-1.22382,1.79207,0.585231,-0.80178
233.669,-1.27025,1.8316,0.586625,-0.794984
233.699,-1.31717,1.8714,0.588052,-0.788215
233.729,-1.36459,1.91148,0.58951,-0.781473
233.76,-1.4141,1.95318,0.59105,-0.774535
233.79,-1.46252,1.99381,0.592573,-0.767849
233.82,-1.51144,2.03472,0.594129,-0.76119
233.85,-1.56084,2.0759,0.595716,-0.754557
233.88,-1.61074,2.11736,0.597335,-0.747953
233.91,-1.66114,2.15909,0.598986,-0.741375
233.94,-1.71202,2.20109,0.600669,-0.734825
233.97,-1.7634,2.24337,0.602385,-0.728301
234,-1.81527,2.28592,0.604132,-0.721805
234.03,-1.86764,2.32875,0.605911,-0.715337
234.06,-1.9205,2.37185,0.607722,-0.708895
234.09,-1.97385,2.41523,0.609565,-0.702481
234.12,-2.0277,2.45887,0.611441,-0.696093
234.15,-2.08204,2.5028,0.613348,-0.689733
234.18,-2.13687,2.54699,0.615287,-0.683401
234.21,-2.1922,2.59146,0.617258,-0.677095
234.24,-2.24802,2.63621,0.619261,-0.670817
234.27,-2.30433,2.68123,0.621297,-0.664566
234.3,-2.36113,2.72652,0.623364,-0.658342
234.33,-2.41843,2.77209,0.625463,-0.652145
234.36,-2.47623,2.81793,0.627594,-0.645975
234.391,-2.53646,2.86559,0.62983,-0.639629
234.421,-2.59526,2.91199,0.632026,-0.633515
234.451,-2.65455,2.95866,0.634255,-0.627428
234.481,-2.71433,3.0056,0.636515,-0.621368
234.511,-2.7746,3.05282,0.638807,-0.615335
234.541,-2.83537,3.10032,0.641131,-0.60933
234.571,-2.89663,3.14809,0.643488,-0.603351
234.601,-2.95839,3.19613,0.645876,-0.597401
234.631,-3.02063,3.24445,0.648296,-0.591477
234.661,-3.08338,3.29304,0.650748,-0.58558
234.691,-3.14661,3.3419,0.653233,-0.579711
234.721,-3.21034,3.39104,0.655749,-0.573869
234.751,-3.27456,3.44046,0.658297,-0.568054
234.781,-3.33927,3.49014,0.660877,-0.562266
234.811,-3.40448,3.5401,0.66349,-0.556505
234.841,-3.47018,3.59034,0.666134,-0.550772
234.871,-3.56523,3.68935,0.670913,-0.534035
234.901,-3.66671,3.79961,0.676163,-0.514668
234.931,-3.76725,3.90886,0.681349,-0.49544
234.961,-3.86686,4.01711,0.686471,-0.476351
234.991,-3.96554,4.12434,0.691529,-0.457401
235.022,-4.06652,4.23409,0.696689,-0.437964
235.052,-4.1633,4.33928,0.701617,-0.419296
235.082,-4.25915,4.44346,0.706481,-0.400767
235.112,-4.35406,4.54663,0.711281,-0.382376
235.142,-4.44804,4.64879,0.716017,-0.364124
235.172,-4.54109,4.74994,0.720689,-0.346011
235.202,-4.6332,4.85009,0.725297,-0.328037
235.232,-4.72438,4.94923,0.729841,-0.310202
235.262,-4.81463,5.04736,0.734321,-0.292505
235.292,-4.90395,5.14449,0.738737,-0.274947
235.322,-4.99233,5.2406,0.743089,-0.257528
235.352,-5.07978,5.33571,0.747377,-0.240248
235.382,-5.1663,5.42981,0.751601,-0.223106
235.412,-5.25188,5.52291,0.755761,-0.206103
235.442,-5.33653,5.61499,0.759857,-0.189239
235.472,-5.42025,5.70607,0.763889,-0.172514
235.502,-5.50303,5.79614,0.767857,-0.155928
235.532,-5.58489,5.8852,0.771761,-0.13948
235.562,-5.6658,5.97325,0.775601,-0.123171
235.592,-5.74579,6.0603,0.779377,-0.107001
235.622,-5.82484,6.14634,0.783089,-0.0909702
235.653,-5.90555,6.23419,0.786857,-0.0745505
235.683,-5.98271,6.31818,0.790439,-0.0588015
235.713,-6.05893,6.40116,0.793957,-0.0431912
235.743,-6.13422,6.48313,0.797411,-0.0277198
235.773,-6.20858,6.5641,0.800801,-0.0123872
235.803,-6.282,6.64406,0.804127,0.00280666
235.833,-6.35449,6.72301,0.807389,0.0178617
235.863,-6.42605,6.80095,0.810586,0.032778
235.893,-6.49667,6.87789,0.81372,0.0475555
235.923,-6.56637,6.95381,0.81679,0.0621942
235.953,-6.63512,7.02873,0.819796,0.0766941
235.983,-6.70295,7.10265,0.822738,0.0910552
236.013,-6.76984,7.17555,0.825616,0.105277
236.043,-6.8358,7.24745,0.82843,0.119361
236.073,-6.90083,7.31833,0.83118,0.133306
236.103,-6.96492,7.38822,0.833865,0.147112
236.133,-7.02809,7.45709,0.836487,0.160779
236.163,-7.09031,7.52495,0.839045,0.174307
236.193,-7.15161,7.59181,0.841539,0.187697
236.223,-7.21197,7.65766,0.843969,0.200948
236.254,-7.27337,7.72465,0.846412,0.214494
236.284,-7.33183,7.78845,0.848712,0.227463
236.314,-7.38936,7.85124,0.850948,0.240293
236.344,-7.44596,7.91303,0.85312,0.252984
236.374,-7.50163,7.9738,0.855227,0.265536
236.404,-7.55636,8.03357,0.857271,0.277949
236.434,-7.61016,8.09233,0.859251,0.290224
236.464,-7.66303,8.15009,0.861167,0.30236
236.494,-7.71496,8.20684,0.863018,0.314357
236.524,-7.76596,8.26257,0.864806,0.326215
236.554,-7.81603,8.3173,0.86653,0.337935
236.584,-7.86517,8.37103,0.86819,0.349515
236.614,-7.91337,8.42374,0.869785,0.360957
236.644,-7.96064,8.47545,0.871317,0.37226
236.674,-8.00698,8.52615,0.872785,0.383425
236.704,-8.05238,8.57584,0.874188,0.39445
236.734,-8.09685,8.62453,0.875528,0.405337
236.764,-8.14039,8.6722,0.876804,0.416085
236.794,-8.18299,8.71887,0.878016,0.426694
236.824,-8.22467,8.76453,0.879163,0.437164
236.854,-8.2654,8.80919,0.880247,0.447496
236.885,-8.30652,8.85427,0.8813,0.458026
236.915,-8.34536,8.89687,0.882253,0.468076
236.945,-8.38327,8.93847,0.883143,0.477986
236.975,-8.42025,8.97906,0.883969,0.487758
237.005,-8.45629,9.01864,0.88473,0.497391
237.035,-8.4914,9.05721,0.885428,0.506885
237.065,-8.52558,9.09478,0.886061,0.516241
237.095,-8.55882,9.13133,0.886631,0.525457
237.125,-8.59113,9.16688,0.887137,0.534535
237.155,-8.62251,9.20143,0.887578,0.543474
237.185,-8.65295,9.23496,0.887956,0.552274
237.215,-8.68246,9.26749,0.888269,0.560936
237.245,-8.71104,9.29901,0.888519,0.569459
237.275,-8.73869,9.32952,0.888705,0.577843
237.305,-8.7654,9.35902,0.888826,0.586088
237.335,-8.79118,9.38752,0.888884,0.594194
237.365,-8.81603,9.415,0.888877,0.602161
237.395,-8.83994,9.44148,0.888807,0.60999
237.425,-8.86293,9.46695,0.888673,0.61768
237.455,-8.88497,9.49142,0.888474,0.625231
237.485,-8.90609,9.51488,0.888212,0.632644
237.516,-8.92693,9.53806,0.887873,0.640157
237.546,-8.94615,9.55946,0.887481,0.647288
237.576,-8.96443,9.57986,0.887024,0.654279
237.606,-8.98178,9.59925,0.886504,0.661132
237.636,-8.9982,9.61764,0.885919,0.667845
237.666,-9.01369,9.63502,0.885271,0.67442
237.696,-9.02824,9.65138,0.884558,0.680857
237.726,-9.04186,9.66675,0.883782,0.687154
237.756,-9.05455,9.6811,0.882941,0.693313
237.786,-9.0663,9.69444,0.882037,0.699333
237.816,-9.07712,9.70678,0.881068,0.705214
237.846,-9.08701,9.71811,0.880036,0.710956
237.876,-9.09597,9.72843,0.878939,0.716559
237.906,-9.10399,9.73775,0.877778,0.722024
237.936,-9.11108,9.74605,0.876554,0.72735
237.966,-9.11724,9.75335,0.875265,0.732537
237.996,-9.12246,9.75964,0.873913,0.737585
238.026,-9.12675,9.76493,0.872496,0.742495
238.056,-9.13011,9.7692,0.871016,0.747266
238.086,-9.13253,9.77247,0.869471,0.751898
238.116,-9.13402,9.77473,0.867863,0.756391
238.147,-9.13459,9.77601,0.866133,0.760888
238.177,-9.13418,9.77622,0.864395,0.765099
238.207,-9.13284,9.77542,0.862592,0.769171
238.237,-9.13057,9.77362,0.860725,0.773104
238.267,-9.12737,9.7708,0.858795,0.776899
238.297,-9.12323,9.76698,0.8568,0.780555
238.327,-9.11816,9.76216,0.854741,0.784072
238.357,-9.11216,9.75632,0.852619,0.78745
238.387,-9.10522,9.74948,0.850432,0.79069
238.417,-9.09735,9.74163,0.848181,0.79379
238.447,-9.08855,9.73277,0.845867,0.796752
238.477,-9.07881,9.7229,0.843488,0.799575
238.507,-9.06814,9.71203,0.841045,0.802259
238.537,-9.05654,9.70014,0.838539,0.804805
238.567,-9.04401,9.68725,0.835968,0.807212
238.597,-9.03054,9.67336,0.833333,0.809479
238.627,-9.01614,9.65845,0.830635,0.811609
238.657,-9.00081,9.64254,0.827872,0.813599
238.687,-8.98454,9.62562,0.825045,0.81545
238.717,-8.96734,9.60769,0.822155,0.817163
238.747,-8.94921,9.58875,0.8192,0.818737
238.778,-8.9295,9.56812,0.81608,0.820218
238.808,-8.90947,9.54714,0.812995,0.82151
238.838,-8.88851,9.52514,0.809846,0.822663
238.868,-8.86661,9.50214,0.806633,0.823677
238.898,-8.84378,9.47813,0.803356,0.824552
238.928,-8.82002,9.45312,0.800016,0.825289
238.958,-8.79533,9.42709,0.796611,0.825886
238.988,-8.7697,9.40006,0.793142,0.826346
239.018,-8.74314,9.37202,0.789609,0.826666
239.048,-8.71565,9.34297,0.786012,0.826847
239.078,-8.68722,9.31292,0.782352,0.82689
239.108,-8.65786,9.28185,0.778627,0.826794
239.138,-8.62757,9.24978,0.774838,0.826559
239.168,-8.59635,9.2167,0.770985,0.826185
239.198,-8.56419,9.18262,0.767068,0.825673
239.228,-8.5311,9.14752,0.763088,0.825021
239.258,-8.49708,9.11142,0.759043,0.824231
239.288,-8.46212,9.07431,0.754934,0.823302
239.318,-8.42623,9.03619,0.750761,0.822235
239.348,-8.38941,8.99707,0.746524,0.821028
239.379,-8.35038,8.95558,0.742079,0.819636
239.409,-8.31166,8.9144,0.737712,0.818147
239.439,-8.27201,8.87222,0.733281,0.81652
239.469,-8.23142,8.82903,0.728786,0.814753
239.499,-8.1899,8.78483,0.724227,0.812848
239.529,-8.14745,8.73963,0.719604,0.810804
239.559,-8.10407,8.69341,0.714918,0.808622
239.589,-8.05975,8.64619,0.710167,0.8063
239.619,-8.0145,8.59796,0.705352,0.80384
239.649,-7.96831,8.54873,0.700473,0.801241
239.679,-7.9212,8.49848,0.69553,0.798503
239.709,-7.87315,8.44723,0.690523,0.795627
239.739,-7.82417,8.39497,0.685452,0.792612
239.769,-7.77425,8.3417,0.680317,0.789457
239.799,-7.7234,8.28743,0.675118,0.786165
239.829,-7.67162,8.23214,0.669855,0.782733
239.859,-7.61891,8.17585,0.664528,0.779162
239.889,-7.56526,8.11856,0.659137,0.775453
239.919,-7.51068,8.06025,0.653682,0.771605
239.949,-7.45517,8.00093,0.648163,0.767618
239.979,-7.39872,7.94061,0.64258,0.763492
240.01,-7.33941,7.87722,0.636744,0.759083
240.04,-7.28107,7.81485,0.631031,0.754676
240.07,-7.2218,7.75147,0.625254,0.750129
240.1,-7.16159,7.68708,0.619413,0.745443
240.13,-7.10044,7.62169,0.613508,0.740619
240.16,-7.03837,7.55529,0.607539,0.735656
240.19,-6.97536,7.48788,0.601506,0.730554
240.22,-6.91142,7.41946,0.595409,0.725314
240.25,-6.84655,7.35003,0.589248,0.719934
240.28,-6.78074,7.2796,0.583023,0.714416
240.31,-6.714,7.20816,0.576734,0.708759
240.34,-6.64633,7.13571,0.57038,0.702963
240.37,-6.57772,7.06225,0.563963,0.697029
240.4,-6.50818,6.98779,0.557482,0.690955
240.43,-6.43771,6.91232,0.550937,0.684743
240.46,-6.36631,6.83584,0.544328,0.678392
240.49,-6.29397,6.75835,0.537655,0.671903
240.52,-6.2207,6.67985,0.530918,0.665274
240.55,-6.1465,6.60035,0.524117,0.658507
240.58,-6.07136,6.51984,0.517252,0.651601
240.61,-5.99529,6.43832,0.510323,0.644556
240.641,-5.9157,6.35303,0.503096,0.63713
240.671,-5.83774,6.26946,0.496036,0.629803
240.701,-5.75884,6.18488,0.488913,0.622337
240.731,-5.67901,6.0993,0.481726,0.614733
240.761,-5.59824,6.01271,0.474475,0.606989
240.791,-5.51654,5.92511,0.46716,0.599107
240.821,-5.43391,5.8365,0.45978,0.591086
240.851,-5.35035,5.74689,0.452337,0.582926
240.881,-5.26585,5.65627,0.44483,0.574628
240.911,-5.18042,5.56464,0.437259,0.56619
240.941,-5.09405,5.472,0.429624,0.557614
240.971,-5.00676,5.37835,0.421924,0.548899
241.001,-4.91853,5.2837,0.414161,0.540045
241.031,-4.82937,5.18804,0.406334,0.531053
241.061,-4.73927,5.09137,0.398443,0.521921
241.091,-4.64824,4.9937,0.390488,0.512651
241.121,-4.55628,4.89501,0.382468,0.503242
241.151,-4.46339,4.79532,0.374385,0.493695
241.181,-4.36956,4.69462,0.366238,0.484008
241.211,-4.2748,4.59291,0.358027,0.474183
241.241,-4.17911,4.4902,0.349752,0.464219
241.272,-4.07924,4.383,0.341133,0.453777
241.302,-3.98165,4.27823,0.332728,0.443531
241.332,-3.88313,4.17246,0.324259,0.433145
241.362,-3.78368,4.06568,0.315725,0.422622
241.392,-3.68329,3.95789,0.307128,0.411959
241.422,-3.58196,3.8491,0.298467,0.401157
241.452,-3.47971,3.7393,0.289741,0.390217
241.482,-3.37652,3.62849,0.280952,0.379138
241.512,-3.2724,3.51667,0.272099,0.36792
241.542,-3.16735,3.40384,0.263181,0.356564
241.572,-3.06136,3.29001,0.2542,0.345068
241.602,-2.95444,3.17516,0.245155,0.333434
241.632,-2.84659,3.05931,0.236045,0.321661
241.662,-2.7378,2.94246,0.226872,0.309749
241.692,-2.62808,2.82459,0.217635,0.297699
241.722,-2.51743,2.70572,0.208333,0.28551
241.752,-2.40585,2.58584,0.198968,0.273181
241.782,-2.29333,2.46495,0.189539,0.260715
241.812,-2.17988,2.34305,0.180045,0.248109
241.842,-2.06549,2.22015,0.170488,0.235364
241.872,-1.95018,2.09624,0.160867,0.222481
241.903,-1.83004,1.96714,0.150857,0.209023
241.933,-1.71282,1.84117,0.141106,0.195857
241.963,-1.59468,1.71421,0.13129,0.182553
241.993,-1.4756,1.58623,0.121411,0.16911
242.023,-1.35558,1.45724,0.111468,0.155528
242.053,-1.23464,1.32725,0.10146,0.141807
242.083,-1.11276,1.19625,0.0913886,0.127948
242.113,-0.989949,1.06425,0.0812531,0.113949
242.143,-0.866205,0.93123,0.0710537,0.0998124
242.173,-0.741527,0.797207,0.0607902,0.0855366
242.203,-0.615917,0.662176,0.0504627,0.071122
242.233,-0.489373,0.526138,0.0400713,0.0565686
242.263,-0.361897,0.389091,0.0296158,0.0418765
242.293,-0.233488,0.251037,0.0190963,0.0270455
242.323,-0.104146,0.111975,0.00851285,0.0120757
