time,pos_x,pos_y,pos_z,pos_phi
68.17,230.915,-107.555,58.2928,10
68.18,230.989,-108.075,58.1739,10
68.191,231.072,-108.652,58.0419,10
68.202,231.156,-109.233,57.9087,10
68.212,231.234,-109.765,57.7865,10
68.223,231.321,-110.356,57.6509,10
68.233,231.402,-110.896,57.5266,10
68.244,231.492,-111.495,57.3887,10
68.254,231.574,-112.043,57.2623,10
68.265,231.666,-112.65,57.1222,10
68.275,231.751,-113.206,56.9939,10
68.286,231.845,-113.821,56.8516,10
68.296,231.932,-114.384,56.7213,10
68.307,232.027,-115.008,56.5769,10
68.318,232.124,-115.635,56.4315,10
68.328,232.213,-116.209,56.2983,10
68.339,232.311,-116.844,56.1509,10
68.349,232.4,-117.424,56.016,10
68.36,232.499,-118.066,55.8666,10
68.37,232.589,-118.653,55.73,10
68.381,232.689,-119.302,55.5787,10
68.391,232.78,-119.895,55.4404,10
68.402,232.88,-120.551,55.2874,10
68.412,232.971,-121.15,55.1474,10
68.423,233.072,-121.812,54.9927,10
68.433,233.163,-122.416,54.8512,10
68.444,233.263,-123.085,54.6947,10
68.455,233.363,-123.756,54.5374,10
68.465,233.454,-124.369,54.3937,10
68.476,233.554,-125.046,54.2348,10
68.486,233.645,-125.664,54.0897,10
68.497,233.744,-126.346,53.9294,10
68.507,233.833,-126.969,53.7829,10
68.518,233.931,-127.657,53.6211,10
68.528,234.02,-128.284,53.4733,10
68.539,234.117,-128.977,53.3101,10
68.549,234.205,-129.608,53.1612,10
68.56,234.301,-130.305,52.9967,10
68.571,234.395,-131.004,52.8315,10
68.581,234.481,-131.642,52.6808,10
68.592,234.574,-132.345,52.5144,10
68.602,234.658,-132.986,52.3626,10
68.613,234.749,-133.694,52.1951,10
68.623,234.831,-134.338,52.0423,10
68.634,234.921,-135.049,51.8737,10
68.644,235.001,-135.696,51.7199,10
68.655,235.088,-136.41,51.5503,10
68.665,235.166,-137.06,51.3957,10
68.676,235.25,-137.777,51.2251,10
68.686,235.326,-138.43,51.0696,10
68.697,235.408,-139.149,50.8982,10
68.708,235.488,-139.87,50.7263,10
68.718,235.56,-140.526,50.5696,10
68.729,235.638,-141.249,50.3969,10
68.739,235.707,-141.907,50.2396,10
68.75,235.781,-142.631,50.0662,10
68.76,235.848,-143.291,49.9083,10
68.771,235.919,-144.017,49.7342,10
68.781,235.982,-144.677,49.5757,10
68.792,236.05,-145.405,49.401,10
68.802,236.111,-146.066,49.242,10
68.813,236.175,-146.795,49.0668,10
68.824,236.238,-147.523,48.8914,10
68.834,236.293,-148.186,48.7317,10
68.845,236.353,-148.915,48.5558,10
68.855,236.405,-149.578,48.3958,10
68.866,236.46,-150.307,48.2196,10
68.876,236.509,-150.97,48.0592,10
68.887,236.56,-151.699,47.8827,10
68.897,236.606,-152.361,47.7222,10
68.908,236.653,-153.09,47.5454,10
68.918,236.695,-153.752,47.3846,10
68.929,236.739,-154.479,47.2077,10
68.94,236.78,-155.207,47.0308,10
68.95,236.816,-155.867,46.8698,10
68.961,236.854,-156.593,46.6928,10
68.971,236.886,-157.253,46.5319,10
68.982,236.919,-157.977,46.3548,10
68.992,236.948,-158.635,46.1939,10
69.003,236.977,-159.357,46.0169,10
69.013,237.002,-160.013,45.8561,10
69.024,237.027,-160.734,45.6792,10
69.034,237.047,-161.388,45.5185,10
69.045,237.068,-162.106,45.3419,10
69.055,237.085,-162.758,45.1814,10
69.066,237.101,-163.473,45.005,10
69.079,237.118,-164.316,44.7968,10
69.089,237.128,-164.964,44.6367,10
69.099,237.137,-165.61,44.4769,10
69.11,237.144,-166.318,44.3013,10
69.12,237.149,-166.961,44.1418,10
69.131,237.152,-167.666,43.9666,10
69.141,237.153,-168.306,43.8076,10
69.152,237.152,-169.007,43.6329,10
69.162,237.149,-169.642,43.4744,10
69.173,237.143,-170.34,43.3004,10
69.183,237.137,-170.971,43.1424,10
69.194,237.127,-171.664,42.969,10
69.205,237.115,-172.354,42.796,10
69.215,237.102,-172.979,42.639,10
69.226,237.086,-173.665,42.4668,10
69.236,237.07,-174.285,42.3105,10
69.247,237.049,-174.966,42.1391,10
69.257,237.029,-175.582,41.9836,10
69.268,237.005,-176.256,41.813,10
69.278,236.981,-176.867,41.6584,10
69.289,236.953,-177.537,41.4888,10
69.299,236.925,-178.142,41.335,10
69.31,236.893,-178.805,41.1665,10
69.321,236.859,-179.465,40.9984,10
69.331,236.826,-180.063,40.8462,10
69.342,236.788,-180.716,40.6792,10
69.352,236.752,-181.308,40.528,10
69.363,236.71,-181.955,40.3623,10
69.373,236.67,-182.54,40.2122,10
69.384,236.625,-183.181,40.0477,10
69.394,236.582,-183.759,39.8987,10
69.405,236.533,-184.393,39.7355,10
69.415,236.487,-184.965,39.5878,10
69.426,236.435,-185.591,39.426,10
69.436,236.386,-186.157,39.2796,10
69.447,236.33,-186.776,39.1192,10
69.458,236.273,-187.39,38.9596,10
69.468,236.219,-187.945,38.8152,10
69.479,236.159,-188.552,38.6572,10
69.489,236.103,-189.1,38.5143,10
69.5,236.039,-189.698,38.3578,10
69.51,235.98,-190.239,38.2164,10
69.521,235.914,-190.829,38.0616,10
69.531,235.853,-191.362,37.9217,10
69.542,235.784,-191.944,37.7687,10
69.552,235.72,-192.469,37.6304,10
69.563,235.649,-193.042,37.4792,10
69.574,235.576,-193.61,37.3289,10
69.584,235.509,-194.123,37.1932,10
69.595,235.434,-194.682,37.0449,10
69.605,235.365,-195.187,36.9109,10
69.616,235.288,-195.737,36.7645,10
69.626,235.217,-196.233,36.6323,10
69.637,235.138,-196.773,36.488,10
69.647,235.065,-197.261,36.3577,10
69.658,234.985,-197.792,36.2155,10
69.668,234.91,-198.27,36.0871,10
69.679,234.828,-198.791,35.9471,10
69.69,234.745,-199.307,35.8081,10
69.7,234.668,-199.772,35.6828,10
69.711,234.584,-200.278,35.5462,10
69.721,234.506,-200.734,35.423,10
69.732,234.42,-201.229,35.2887,10
69.742,234.342,-201.675,35.1676,10
69.753,234.255,-202.161,35.0357,10
69.763,234.176,-202.597,34.9168,10
69.774,234.088,-203.072,34.7873,10
69.784,234.008,-203.498,34.6708,10
69.795,233.92,-203.962,34.5438,10
69.805,233.84,-204.379,34.4295,10
69.816,233.751,-204.832,34.3052,10
69.827,233.662,-205.28,34.1822,10
69.837,233.581,-205.681,34.0716,10
69.848,233.493,-206.117,33.9513,10
69.858,233.412,-206.508,33.8431,10
69.869,233.323,-206.933,33.7256,10
69.879,233.242,-207.314,33.62,10
69.89,233.154,-207.727,33.5053,10
69.9,233.073,-208.098,33.4023,10
69.911,232.985,-208.499,33.2904,10
69.921,232.905,-208.859,33.19,10
69.932,232.818,-209.249,33.0811,10
69.943,232.731,-209.632,32.9738,10
69.953,232.652,-209.976,32.8776,10
69.964,232.566,-210.347,32.7733,10
69.974,232.488,-210.679,32.6799,10
69.985,232.403,-211.039,32.5787,10
69.995,232.326,-211.36,32.4882,10
70.006,232.242,-211.707,32.3902,10
70.016,232.167,-212.017,32.3026,10
70.027,232.085,-212.352,32.2078,10
70.037,232.011,-212.65,32.1232,10
70.048,231.931,-212.972,32.0317,10
70.058,231.858,-213.259,31.9501,10
70.069,231.78,-213.569,31.8621,10
70.08,231.702,-213.871,31.7758,10
70.09,231.633,-214.14,31.6989,10
70.101,231.558,-214.43,31.6161,10
70.111,231.49,-214.687,31.5424,10
70.122,231.417,-214.964,31.4632,10
70.132,231.352,-215.209,31.3927,10
70.143,231.282,-215.473,31.3171,10
70.153,231.219,-215.706,31.25,10
70.164,231.152,-215.956,31.178,10
70.174,231.091,-216.177,31.1142,10
70.185,231.027,-216.414,31.0459,10
70.196,230.964,-216.643,30.9797,10
70.206,230.908,-216.845,30.9211,10
70.217,230.848,-217.061,30.8587,10
70.227,230.795,-217.251,30.8037,10
70.238,230.738,-217.452,30.7451,10
70.248,230.688,-217.629,30.6937,10
70.259,230.635,-217.817,30.6391,10
70.269,230.588,-217.981,30.5913,10
70.28,230.538,-218.155,30.5408,10
70.29,230.495,-218.306,30.4967,10
70.301,230.449,-218.465,30.4502,10
70.311,230.409,-218.603,30.4098,10
70.322,230.368,-218.748,30.3675,10
70.333,230.328,-218.885,30.3274,10
70.343,230.293,-219.003,30.2929,10
70.354,230.258,-219.125,30.2571,10
70.364,230.227,-219.23,30.2264,10
70.375,230.196,-219.337,30.1949,10
70.385,230.169,-219.428,30.1683,10
70.396,230.142,-219.521,30.1411,10
70.406,230.119,-219.598,30.1185,10
70.417,230.096,-219.675,30.0958,10
70.427,230.078,-219.738,30.0772,10
70.438,230.059,-219.799,30.0591,10
70.449,230.043,-219.853,30.0433,10
70.459,230.031,-219.895,30.0311,10
70.47,230.02,-219.932,30.0199,10
70.48,230.012,-219.96,30.0119,10
70.491,230.005,-219.981,30.0055,10
70.501,230.002,-219.994,30.0018,10
70.512,230,-220,30,10
