time,pos_x,pos_y,pos_z,pos_phi
230.665,222.499,-55.4815,77.4518,3.56798
230.695,222.471,-55.3909,77.4336,3.62121
230.725,222.445,-55.2994,77.4154,3.67481
230.755,222.42,-55.2078,77.3974,3.72834
230.785,222.395,-55.1147,77.3792,3.78263
230.815,222.372,-55.023,77.3614,3.83598
230.845,222.349,-54.9283,77.3431,3.89104
230.875,222.328,-54.8367,77.3255,3.94425
230.905,222.307,-54.7439,77.3078,3.99812
230.935,222.287,-54.649,77.2898,4.0532
230.965,222.269,-54.5569,77.2724,4.10673
230.995,222.251,-54.462,77.2545,4.16188
231.025,222.234,-54.3684,77.237,4.21639
231.055,222.218,-54.2746,77.2194,4.27105
231.085,222.203,-54.1785,77.2014,4.32726
231.115,222.189,-54.0873,77.1844,4.3807
231.145,222.176,-53.9921,77.1666,4.43668
231.175,222.164,-53.8991,77.1493,4.49152
231.205,222.153,-53.8059,77.1319,4.54673
231.235,222.142,-53.7125,77.1144,4.60225
231.266,222.133,-53.6186,77.0968,4.65841
231.296,222.125,-53.5259,77.0794,4.7141
231.326,222.118,-53.4342,77.0622,4.76949
231.356,222.112,-53.3429,77.0449,4.82505
231.386,222.107,-53.253,77.0279,4.88011
231.416,222.103,-53.159,77.0099,4.93807
231.446,222.1,-53.0721,76.9933,4.99205
231.476,222.098,-52.9848,76.9765,5.04674
231.506,222.097,-52.8966,76.9593,5.10249
231.536,222.098,-52.8093,76.9422,5.15818
231.566,222.099,-52.7224,76.9251,5.21417
231.596,222.101,-52.638,76.9083,5.26909
231.626,222.105,-52.5536,76.8913,5.32466
231.656,222.109,-52.4682,76.874,5.3815
231.686,222.115,-52.3872,76.8573,5.4361
231.716,222.122,-52.3036,76.8399,5.49318
231.746,222.129,-52.2264,76.8237,5.54658
231.776,222.138,-52.1476,76.8068,5.60195
231.806,222.148,-52.07,76.79,5.65722
231.836,222.159,-51.9936,76.7731,5.71261
231.866,222.172,-51.9188,76.7564,5.76768
231.897,222.186,-51.8419,76.7388,5.8253
231.927,222.2,-51.7703,76.7222,5.88002
231.957,222.216,-51.6997,76.7054,5.93508
231.987,222.233,-51.631,76.6887,5.98975
232.017,222.251,-51.5635,76.672,6.04466
232.047,222.271,-51.4973,76.6551,6.09977
232.077,222.291,-51.4336,76.6385,6.1541
232.107,222.313,-51.3715,76.6219,6.20844
232.137,222.336,-51.3109,76.6051,6.26296
232.167,222.36,-51.2521,76.5884,6.31738
232.197,222.385,-51.1954,76.5718,6.37147
232.227,222.413,-51.1388,76.5545,6.42725
232.257,222.44,-51.0871,76.5382,6.48008
232.287,222.469,-51.0368,76.5217,6.53336
232.317,222.499,-50.9882,76.505,6.58693
232.347,222.53,-50.9419,76.4885,6.64013
232.377,222.563,-50.8972,76.4717,6.69387
232.407,222.597,-50.8551,76.455,6.74717
232.437,222.632,-50.8162,76.4387,6.79901
232.467,222.669,-50.7781,76.4217,6.85276
232.497,222.707,-50.7432,76.4051,6.90518
232.528,222.747,-50.7096,76.3879,6.9593
232.558,222.788,-50.6792,76.371,7.01226
232.588,222.828,-50.6535,76.3554,7.06098
232.618,222.874,-50.6269,76.3375,7.11663
232.648,222.917,-50.6054,76.3213,7.16652
232.678,222.963,-50.5857,76.3044,7.2187
232.708,223.011,-50.5687,76.2874,7.27067
232.738,223.06,-50.5548,76.2707,7.32168
232.768,223.109,-50.5438,76.2541,7.37198
232.798,223.161,-50.5356,76.2372,7.42266
232.828,223.213,-50.5305,76.2206,7.47255
232.858,223.267,-50.5283,76.2038,7.52272
232.888,223.322,-50.5292,76.187,7.57229
232.918,223.379,-50.5332,76.17,7.62249
232.948,223.437,-50.5403,76.1533,7.67124
232.978,223.493,-50.5502,76.1373,7.71776
233.008,223.557,-50.5645,76.1195,7.76895
233.038,223.619,-50.5815,76.1027,7.81729
233.068,223.685,-50.6023,76.0853,7.86658
233.098,223.749,-50.6259,76.0685,7.91405
233.129,223.817,-50.6538,76.0511,7.96268
233.159,223.884,-50.6843,76.0343,8.00938
233.189,223.961,-50.7227,76.0154,8.06159
233.219,224.026,-50.7577,75.9997,8.10436
233.249,224.096,-50.7982,75.9832,8.14912
233.279,224.165,-50.8409,75.9672,8.19218
233.309,224.245,-50.8934,75.9489,8.24076
233.339,224.324,-50.9483,75.9312,8.28746
233.369,224.399,-51.0033,75.9146,8.33069
233.399,224.481,-51.0668,75.8967,8.377
233.429,224.559,-51.1297,75.8801,8.41972
233.459,224.642,-51.1992,75.8627,8.46377
233.489,224.726,-51.2729,75.8452,8.50752
233.519,224.81,-51.3494,75.8281,8.55008
233.549,224.898,-51.4319,75.8105,8.59326
233.579,224.984,-51.5168,75.7932,8.63503
233.609,225.075,-51.6081,75.7756,8.67744
233.639,225.165,-51.7017,75.7582,8.71849
233.669,225.257,-51.8009,75.7407,8.75965
233.699,225.351,-51.905,75.723,8.80053
233.729,225.445,-52.0123,75.7055,8.84048
233.76,225.544,-52.1284,75.6873,8.88153
233.79,225.647,-52.2514,75.6687,8.92275
233.82,225.743,-52.3698,75.6515,8.96049
233.85,225.843,-52.4955,75.6339,8.9986
233.88,225.945,-52.6283,75.6159,9.03692
233.91,226.05,-52.7664,75.5978,9.07492
233.94,226.155,-52.9081,75.5798,9.11209
233.97,226.26,-53.0531,75.562,9.14834
234,226.368,-53.2052,75.5439,9.18465
234.03,226.477,-53.3621,75.5258,9.2204
234.06,226.587,-53.5238,75.5077,9.25559
234.09,226.699,-53.6923,75.4893,9.29063
234.12,226.812,-53.8642,75.4711,9.32478
234.15,226.931,-54.05,75.452,9.36006
234.18,227.042,-54.2268,75.4343,9.39216
234.21,227.16,-54.4168,75.4157,9.42514
234.24,227.278,-54.6112,75.3972,9.45741
234.27,227.396,-54.8076,75.379,9.4886
234.3,227.518,-55.0152,75.3602,9.52012
234.33,227.639,-55.2248,75.3416,9.55056
234.36,227.763,-55.444,75.3227,9.58101
234.391,227.893,-55.6756,75.3032,9.61175
234.421,228.018,-55.9041,75.2843,9.64073
234.451,228.154,-56.1553,75.2641,9.67119
234.481,228.272,-56.3779,75.2465,9.69698
234.511,228.402,-56.6249,75.2274,9.72432
234.541,228.535,-56.8835,75.2079,9.75167
234.571,228.665,-57.1395,75.1889,9.77753
234.601,228.797,-57.4053,75.1696,9.80316
234.631,228.932,-57.6794,75.1501,9.82839
234.661,229.066,-57.9561,75.1308,9.85267
234.691,229.202,-58.2415,75.1113,9.87655
234.721,229.34,-58.5357,75.0915,9.90001
234.751,229.477,-58.8317,75.072,9.92247
234.781,229.616,-59.1368,75.0522,9.9445
234.811,229.755,-59.448,75.0324,9.96587
234.841,229.897,-59.7685,75.0124,9.98677
234.871,230.041,-60.1002,74.992,10.0073
234.901,230.181,-60.4244,74.9725,10.0264
234.931,230.33,-60.7693,74.9522,10.0459
234.961,230.485,-61.1292,74.9314,10.0654
234.991,230.639,-61.4857,74.9111,10.0838
235.022,230.803,-61.8687,74.8898,10.1028
235.052,230.966,-62.2525,74.8688,10.1211
235.082,231.132,-62.6427,74.8479,10.1389
235.112,231.302,-63.0447,74.8266,10.1565
235.142,231.476,-63.4578,74.8051,10.1738
235.172,231.652,-63.8777,74.7836,10.1908
235.202,231.831,-64.3055,74.762,10.2074
235.232,232.011,-64.7385,74.7404,10.2236
235.262,232.195,-65.1853,74.7185,10.2397
235.292,232.379,-65.6332,74.6968,10.2552
235.322,232.571,-66.1035,74.6743,10.2709
235.352,232.769,-66.5906,74.6514,10.2865
235.382,232.957,-67.0565,74.6296,10.301
235.412,233.154,-67.5463,74.6071,10.3156
235.442,233.355,-68.0529,74.584,10.3301
235.472,233.555,-68.5579,74.5613,10.3441
235.502,233.754,-69.0648,74.5388,10.3576
235.532,233.96,-69.5936,74.5155,10.3712
235.562,234.166,-70.1258,74.4923,10.3844
235.592,234.375,-70.6689,74.4689,10.3974
235.622,234.582,-71.2136,74.4457,10.41
235.653,234.799,-71.7866,74.4215,10.4228
235.683,235.01,-72.35,74.3979,10.4348
235.713,235.224,-72.9252,74.374,10.4467
235.743,235.437,-73.5049,74.3502,10.4583
235.773,235.651,-74.0909,74.3264,10.4696
235.803,235.866,-74.6856,74.3024,10.4806
235.833,236.082,-75.2894,74.2782,10.4914
235.863,236.302,-75.9098,74.2536,10.5021
235.893,236.515,-76.517,74.2297,10.5122
235.923,236.735,-77.1468,74.2051,10.5222
235.953,236.95,-77.774,74.1808,10.5319
235.983,237.168,-78.414,74.1562,10.5414
236.013,237.386,-79.0604,74.1316,10.5507
236.043,237.604,-79.7131,74.1069,10.5597
236.073,237.821,-80.3735,74.082,10.5684
236.103,238.049,-81.0727,74.0559,10.5774
236.133,238.256,-81.7173,74.032,10.5853
236.163,238.474,-82.4007,74.0069,10.5933
236.193,238.689,-83.0855,73.9818,10.6011
236.223,238.905,-83.782,73.9565,10.6087
236.254,239.129,-84.5109,73.9302,10.6163
236.284,239.343,-85.2206,73.9047,10.6235
236.314,239.555,-85.9309,73.8794,10.6303
236.344,239.766,-86.6481,73.854,10.6369
236.374,239.977,-87.3754,73.8284,10.6433
236.404,240.186,-88.1058,73.8028,10.6495
236.434,240.396,-88.85,73.7769,10.6555
236.464,240.602,-89.5893,73.7513,10.6612
236.494,240.804,-90.3296,73.7258,10.6667
236.524,241.015,-91.1097,73.6991,10.6722
236.554,241.216,-91.8693,73.6733,10.6773
236.584,241.414,-92.6287,73.6475,10.6822
236.614,241.612,-93.3967,73.6217,10.6868
236.644,241.812,-94.191,73.595,10.6914
236.674,242.005,-94.9681,73.5691,10.6956
236.704,242.199,-95.7614,73.5428,10.6997
236.734,242.389,-96.5554,73.5165,10.7036
236.764,242.572,-97.3364,73.4908,10.7072
236.794,242.755,-98.1278,73.4649,10.7106
236.824,242.946,-98.9697,73.4375,10.714
236.854,243.124,-99.7733,73.4114,10.7171
236.885,243.307,-100.614,73.3843,10.72
236.915,243.481,-101.434,73.3579,10.7227
236.945,243.656,-102.273,73.3311,10.7253
236.975,243.823,-103.09,73.305,10.7275
237.005,244.001,-103.983,73.2767,10.7298
237.035,244.154,-104.769,73.2518,10.7316
237.065,244.314,-105.612,73.2253,10.7334
237.095,244.472,-106.46,73.1986,10.735
237.125,244.626,-107.31,73.1721,10.7364
237.155,244.777,-108.165,73.1454,10.7376
237.185,244.926,-109.033,73.1185,10.7387
237.215,245.069,-109.886,73.0922,10.7396
237.245,245.21,-110.75,73.0655,10.7403
237.275,245.349,-111.632,73.0385,10.7409
237.305,245.482,-112.498,73.012,10.7413
237.335,245.614,-113.385,72.9849,10.7415
237.365,245.739,-114.253,72.9586,10.7416
237.395,245.861,-115.128,72.932,10.7415
237.425,245.979,-116.005,72.9056,10.7412
237.455,246.095,-116.894,72.8788,10.7408
237.485,246.208,-117.793,72.8518,10.7402
237.516,246.317,-118.698,72.8247,10.7395
237.546,246.42,-119.588,72.7982,10.7386
237.576,246.52,-120.494,72.7712,10.7376
237.606,246.615,-121.384,72.7448,10.7365
237.636,246.706,-122.281,72.7183,10.7352
237.666,246.794,-123.185,72.6916,10.7337
237.696,246.879,-124.11,72.6644,10.7321
237.726,246.955,-124.987,72.6387,10.7304
237.756,247.031,-125.906,72.6117,10.7285
237.786,247.101,-126.808,72.5854,10.7265
237.816,247.166,-127.705,72.5593,10.7244
237.846,247.23,-128.643,72.532,10.722
237.876,247.286,-129.528,72.5064,10.7197
237.906,247.34,-130.444,72.4799,10.7172
237.936,247.389,-131.357,72.4535,10.7145
237.966,247.434,-132.274,72.4271,10.7117
237.996,247.474,-133.185,72.4009,10.7089
238.026,247.51,-134.099,72.3747,10.7058
238.056,247.541,-135.006,72.3487,10.7027
238.086,247.568,-135.93,72.3223,10.6995
238.116,247.591,-136.85,72.2961,10.6961
238.147,247.61,-137.78,72.2696,10.6926
238.177,247.624,-138.698,72.2435,10.689
238.207,247.633,-139.619,72.2174,10.6852
238.237,247.638,-140.527,72.1917,10.6815
238.267,247.638,-141.455,72.1654,10.6775
238.297,247.634,-142.353,72.1401,10.6736
238.327,247.626,-143.262,72.1145,10.6695
238.357,247.613,-144.174,72.0888,10.6653
238.387,247.596,-145.08,72.0634,10.661
238.417,247.575,-145.99,72.0378,10.6566
238.447,247.548,-146.908,72.0121,10.6521
238.477,247.518,-147.806,71.987,10.6475
238.507,247.484,-148.719,71.9615,10.6428
238.537,247.441,-149.696,71.9342,10.6377
238.567,247.401,-150.529,71.911,10.6332
238.597,247.354,-151.429,71.8859,10.6283
238.627,247.303,-152.324,71.861,10.6233
238.657,247.247,-153.218,71.8362,10.6183
238.687,247.186,-154.127,71.811,10.613
238.717,247.122,-155.018,71.7863,10.6078
238.747,247.054,-155.898,71.7619,10.6026
238.778,246.979,-156.82,71.7364,10.597
238.808,246.903,-157.704,71.712,10.5916
238.838,246.823,-158.581,71.6878,10.5861
238.868,246.738,-159.463,71.6634,10.5805
238.898,246.649,-160.34,71.6393,10.5749
238.928,246.556,-161.227,71.6148,10.5691
238.958,246.461,-162.088,71.5911,10.5634
238.988,246.36,-162.962,71.5671,10.5575
239.018,246.256,-163.825,71.5433,10.5517
239.048,246.148,-164.692,71.5195,10.5457
239.078,246.037,-165.553,71.4959,10.5397
239.108,245.92,-166.423,71.472,10.5335
239.138,245.803,-167.263,71.449,10.5275
239.168,245.683,-168.104,71.4259,10.5215
239.198,245.558,-168.944,71.4028,10.5153
239.228,245.427,-169.801,71.3794,10.509
239.258,245.291,-170.661,71.3558,10.5025
239.288,245.157,-171.483,71.3333,10.4963
239.318,245.024,-172.281,71.3115,10.4902
239.348,244.881,-173.115,71.2887,10.4837
239.379,244.733,-173.953,71.2657,10.4772
239.409,244.585,-174.768,71.2435,10.4708
239.439,244.429,-175.608,71.2205,10.4641
239.469,244.282,-176.378,71.1994,10.4578
239.499,244.126,-177.18,71.1775,10.4513
239.529,243.968,-177.97,71.1559,10.4448
239.559,243.806,-178.762,71.1343,10.4382
239.589,243.637,-179.571,71.1122,10.4315
239.619,243.474,-180.336,71.0913,10.425
239.649,243.307,-181.106,71.0702,10.4184
239.679,243.137,-181.87,71.0494,10.4118
239.709,242.963,-182.635,71.0285,10.4052
239.739,242.784,-183.41,71.0073,10.3984
239.769,242.61,-184.149,70.9871,10.3919
239.799,242.458,-184.781,70.9698,10.3862
239.829,242.243,-185.661,70.9458,10.3783
239.859,242.064,-186.381,70.9261,10.3718
239.889,241.881,-187.103,70.9063,10.3652
239.919,241.696,-187.819,70.8868,10.3586
239.949,241.507,-188.542,70.867,10.3519
239.979,241.325,-189.224,70.8484,10.3455
240.01,241.121,-189.977,70.8277,10.3384
240.04,240.929,-190.676,70.8086,10.3317
240.07,240.735,-191.371,70.7896,10.3251
240.1,240.543,-192.048,70.771,10.3185
240.13,240.347,-192.728,70.7524,10.3119
240.16,240.15,-193.401,70.734,10.3053
240.19,239.953,-194.069,70.7157,10.2987
240.22,239.755,-194.726,70.6977,10.2922
240.25,239.557,-195.378,70.6798,10.2857
240.28,239.359,-196.018,70.6622,10.2792
240.31,239.161,-196.654,70.6448,10.2728
240.34,238.96,-197.289,70.6273,10.2663
240.37,238.761,-197.908,70.6103,10.2599
240.4,238.561,-198.527,70.5933,10.2535
240.43,238.357,-199.148,70.5762,10.247
240.46,238.16,-199.74,70.56,10.2408
240.49,237.961,-200.333,70.5437,10.2346
240.52,237.76,-200.922,70.5275,10.2283
240.55,237.564,-201.494,70.5117,10.2222
240.58,237.364,-202.068,70.4959,10.216
240.61,237.165,-202.635,70.4803,10.2099
240.641,236.964,-203.203,70.4646,10.2037
240.671,236.768,-203.748,70.4496,10.1977
240.701,236.57,-204.293,70.4345,10.1917
240.731,236.354,-204.886,70.4182,10.1852
240.761,236.184,-205.345,70.4055,10.18
240.791,235.992,-205.86,70.3913,10.1743
240.821,235.802,-206.364,70.3773,10.1686
240.851,235.611,-206.867,70.3634,10.1629
240.881,235.425,-207.353,70.35,10.1573
240.911,235.238,-207.838,70.3366,10.1518
240.941,235.05,-208.319,70.3232,10.1462
240.971,234.871,-208.776,70.3106,10.1409
241.001,234.69,-209.233,70.2979,10.1356
241.031,234.511,-209.683,70.2854,10.1304
241.061,234.334,-210.123,70.2732,10.1252
241.091,234.159,-210.553,70.2613,10.1201
241.121,233.981,-210.989,70.2492,10.1149
241.151,233.817,-211.389,70.2381,10.1101
241.181,233.648,-211.797,70.2268,10.1053
241.211,233.485,-212.189,70.2159,10.1005
241.241,233.322,-212.576,70.2051,10.0958
241.272,233.158,-212.966,70.1943,10.0911
241.302,232.999,-213.339,70.1839,10.0865
241.332,232.848,-213.692,70.1741,10.0822
241.362,232.697,-214.043,70.1643,10.0778
241.392,232.551,-214.381,70.1549,10.0737
241.422,232.407,-214.712,70.1457,10.0695
241.452,232.267,-215.033,70.1367,10.0655
241.482,232.13,-215.344,70.1281,10.0616
241.512,231.993,-215.655,70.1194,10.0577
241.542,231.864,-215.944,70.1114,10.054
241.572,231.74,-216.224,70.1036,10.0505
241.602,231.616,-216.5,70.0959,10.047
241.632,231.497,-216.765,70.0885,10.0436
241.662,231.383,-217.016,70.0815,10.0403
241.692,231.272,-217.261,70.0747,10.0372
241.722,231.165,-217.496,70.0681,10.0341
241.752,231.06,-217.725,70.0617,10.0311
241.782,230.964,-217.935,70.0559,10.0284
241.812,230.871,-218.136,70.0503,10.0258
241.842,230.781,-218.332,70.0448,10.0232
241.872,230.694,-218.518,70.0396,10.0207
241.903,230.613,-218.693,70.0347,10.0184
241.933,230.537,-218.855,70.0302,10.0162
241.963,230.466,-219.008,70.0259,10.0142
241.993,230.4,-219.149,70.022,10.0123
242.023,230.338,-219.281,70.0183,10.0106
242.053,230.283,-219.399,70.015,10.009
242.083,230.231,-219.508,70.012,10.0075
242.113,230.183,-219.611,70.0091,10.0061
242.143,230.143,-219.695,70.0068,10.005
242.173,230.107,-219.772,70.0047,10.0039
242.203,230.076,-219.837,70.0028,10.003
242.233,230.05,-219.892,70.0013,10.0023
242.263,230.029,-219.935,70.0001,10.0017
242.293,230.014,-219.967,69.9992,10.0012
242.323,230.004,-219.988,69.9987,10.0009
