time,pos_theta1,pos_theta2,pos_d3,pos_theta4
68.043,10.5301,-84.8532,-129.756,-84.323
68.054,10.3854,-84.724,-129.645,-84.3386
68.065,10.2309,-84.5847,-129.527,-84.3538
68.075,10.0949,-84.4608,-129.423,-84.3659
68.086,9.94459,-84.3227,-129.307,-84.3781
68.096,9.80176,-84.1902,-129.198,-84.3884
68.107,9.63728,-84.0364,-129.071,-84.3991
68.117,9.49653,-83.9036,-128.963,-84.4071
68.128,9.33651,-83.7515,-128.84,-84.415
68.138,9.18517,-83.6065,-128.723,-84.4213
68.149,9.0255,-83.4525,-128.6,-84.427
68.159,8.86875,-83.3001,-128.48,-84.4313
68.17,8.70513,-83.14,-128.354,-84.4349
68.18,8.5537,-82.9908,-128.237,-84.4371
68.191,8.38139,-82.82,-128.104,-84.4386
68.202,8.20849,-82.6474,-127.97,-84.4389
68.212,8.05478,-82.4931,-127.852,-84.4383
68.223,7.88134,-82.3179,-127.718,-84.4366
68.233,7.71744,-82.1515,-127.591,-84.434
68.244,7.54169,-81.972,-127.455,-84.4303
68.254,7.37922,-81.8052,-127.33,-84.426
68.265,7.15919,-81.5782,-127.159,-84.419
68.275,7.03113,-81.4453,-127.06,-84.4142
68.286,6.84957,-81.2562,-126.92,-84.4066
68.296,6.68104,-81.0797,-126.789,-84.3986
68.307,6.49541,-80.8844,-126.645,-84.389
68.318,6.31165,-80.6902,-126.503,-84.3786
68.328,6.13764,-80.5055,-126.368,-84.3679
68.339,5.94703,-80.3024,-126.22,-84.3553
68.349,5.77485,-80.1181,-126.087,-84.3432
68.36,5.58574,-79.9149,-125.94,-84.3291
68.37,5.4097,-79.725,-125.803,-84.3153
68.381,5.2142,-79.5133,-125.651,-84.2991
68.391,5.03418,-79.3176,-125.512,-84.2834
68.402,4.84208,-79.108,-125.362,-84.266
68.412,4.65914,-78.9078,-125.22,-84.2486
68.423,4.46377,-78.6932,-125.068,-84.2294
68.433,4.2806,-78.4912,-124.926,-84.2106
68.444,4.07637,-78.2654,-124.767,-84.189
68.455,3.8818,-78.0495,-124.616,-84.1677
68.465,3.68476,-77.8302,-124.462,-84.1455
68.476,3.48504,-77.6073,-124.307,-84.1222
68.486,3.30071,-77.4008,-124.164,-84.1001
68.497,3.09183,-77.1663,-124.001,-84.0744
68.507,2.91344,-76.9653,-123.862,-84.0519
68.518,2.70042,-76.7248,-123.696,-84.0243
68.528,2.51166,-76.511,-123.549,-83.9993
68.539,2.30577,-76.2772,-123.389,-83.9714
68.549,2.10683,-76.0506,-123.233,-83.9438
68.56,1.88921,-75.8022,-123.064,-83.913
68.571,1.69183,-75.5763,-122.91,-83.8845
68.581,1.49423,-75.3496,-122.756,-83.8554
68.592,1.27765,-75.1006,-122.587,-83.8229
68.602,1.09233,-74.8869,-122.442,-83.7946
68.613,0.875428,-74.6363,-122.273,-83.7608
68.623,0.682606,-74.4129,-122.123,-83.7303
68.634,0.464187,-74.1594,-121.952,-83.6952
68.644,0.267307,-73.9304,-121.798,-83.6631
68.655,0.0459723,-73.6724,-121.625,-83.6264
68.665,-0.141429,-73.4534,-121.479,-83.5949
68.676,-0.367177,-73.1892,-121.303,-83.5563
68.686,-0.571587,-72.9494,-121.143,-83.521
68.697,-0.780338,-72.704,-120.98,-83.4844
68.708,-0.996933,-72.4489,-120.811,-83.4459
68.718,-1.20649,-72.2016,-120.647,-83.4081
68.729,-1.42267,-71.946,-120.478,-83.3687
68.739,-1.62276,-71.709,-120.321,-83.3318
68.75,-1.84618,-71.4439,-120.147,-83.2901
68.76,-2.04579,-71.2066,-119.991,-83.2524
68.771,-2.26641,-70.9439,-119.818,-83.2103
68.781,-2.46866,-70.7026,-119.66,-83.1713
68.792,-2.68777,-70.4408,-119.488,-83.1286
68.802,-2.90523,-70.1805,-119.318,-83.0857
68.813,-3.13014,-69.9109,-119.142,-83.041
68.824,-3.34257,-69.6558,-118.976,-82.9983
68.834,-3.55329,-69.4023,-118.811,-82.9556
68.845,-3.78443,-69.1238,-118.63,-82.9083
68.855,-3.97811,-68.8901,-118.478,-82.8682
68.866,-4.20006,-68.6219,-118.304,-82.822
68.876,-4.40989,-68.368,-118.14,-82.7779
68.887,-4.63474,-68.0955,-117.964,-82.7302
68.897,-4.83771,-67.8491,-117.805,-82.6868
68.908,-5.05719,-67.5823,-117.633,-82.6395
68.918,-5.26703,-67.3269,-117.468,-82.5939
68.929,-5.49309,-67.0514,-117.291,-82.5445
68.94,-5.73125,-66.7607,-117.104,-82.4919
68.95,-5.92397,-66.5251,-116.953,-82.4491
68.961,-6.14816,-66.2507,-116.778,-82.3989
68.971,-6.34988,-66.0035,-116.619,-82.3534
68.982,-6.58436,-65.7158,-116.436,-82.3002
68.992,-6.78876,-65.4647,-116.275,-82.2535
69.003,-7.02061,-65.1795,-116.093,-82.2001
69.013,-7.21429,-64.941,-115.941,-82.1553
69.024,-7.43071,-64.6741,-115.772,-82.1048
69.034,-7.64418,-64.4106,-115.604,-82.0547
69.045,-7.87022,-64.1312,-115.427,-82.0014
69.055,-8.08155,-63.8697,-115.261,-81.9512
69.066,-8.3155,-63.5798,-115.077,-81.8953
69.079,-8.59514,-63.233,-114.858,-81.8282
69.089,-8.77313,-63.0119,-114.718,-81.7851
69.099,-8.98238,-62.7518,-114.554,-81.7342
69.11,-9.19518,-62.4869,-114.387,-81.6821
69.12,-9.3968,-62.2357,-114.228,-81.6325
69.131,-9.60572,-61.9752,-114.064,-81.5809
69.141,-9.81078,-61.7192,-113.903,-81.5299
69.152,-10.0478,-61.4229,-113.717,-81.4707
69.162,-10.2577,-61.1603,-113.552,-81.418
69.173,-10.4758,-60.8872,-113.381,-81.363
69.183,-10.6727,-60.6404,-113.226,-81.3131
69.194,-10.8968,-60.3592,-113.05,-81.256
69.205,-11.1126,-60.0881,-112.881,-81.2007
69.215,-11.3131,-59.8361,-112.723,-81.1492
69.226,-11.5375,-59.5537,-112.547,-81.0912
69.236,-11.7338,-59.3064,-112.392,-81.0402
69.247,-11.958,-59.0238,-112.216,-80.9818
69.257,-12.1468,-58.7856,-112.068,-80.9324
69.268,-12.3635,-58.5118,-111.897,-80.8754
69.278,-12.5651,-58.257,-111.739,-80.8221
69.289,-12.7758,-57.9905,-111.573,-80.7663
69.299,-12.9746,-57.7388,-111.417,-80.7134
69.31,-13.1895,-57.4664,-111.248,-80.6559
69.321,-13.406,-57.1917,-111.078,-80.5978
69.331,-13.5987,-56.9472,-110.926,-80.5459
69.342,-13.8155,-56.6717,-110.756,-80.4872
69.352,-14.0036,-56.4326,-110.608,-80.4361
69.363,-14.2156,-56.1627,-110.441,-80.3783
69.373,-14.4007,-55.927,-110.295,-80.3277
69.384,-14.6175,-55.6507,-110.125,-80.2682
69.394,-14.8049,-55.4116,-109.977,-80.2165
69.405,-15.0151,-55.1433,-109.812,-80.1584
69.415,-15.2,-54.9071,-109.666,-80.1071
69.426,-15.406,-54.6437,-109.504,-80.0498
69.436,-15.5914,-54.4066,-109.358,-79.998
69.447,-15.7922,-54.1495,-109.2,-79.9417
69.458,-15.9986,-53.885,-109.038,-79.8836
69.468,-16.1909,-53.6385,-108.886,-79.8293
69.479,-16.3894,-53.3837,-108.73,-79.7731
69.489,-16.5668,-53.1559,-108.59,-79.7227
69.5,-16.7725,-52.8917,-108.429,-79.6642
69.51,-16.9473,-52.6668,-108.291,-79.6142
69.521,-17.1444,-52.4133,-108.136,-79.5577
69.531,-17.3233,-52.183,-107.995,-79.5063
69.542,-17.5193,-51.9304,-107.84,-79.4497
69.552,-17.6973,-51.7009,-107.7,-79.3983
69.563,-17.885,-51.4588,-107.552,-79.3438
69.574,-18.0795,-51.2078,-107.399,-79.2873
69.584,-18.2503,-50.9871,-107.265,-79.2374
69.595,-18.4423,-50.7389,-107.113,-79.1813
69.605,-18.6093,-50.523,-106.982,-79.1323
69.616,-18.7964,-50.2808,-106.834,-79.0772
69.626,-19.0249,-49.985,-106.654,-79.0098
69.637,-19.1516,-49.8208,-106.555,-78.9724
69.647,-19.3158,-49.6079,-106.425,-78.9237
69.658,-19.5065,-49.3605,-106.275,-78.867
69.668,-19.6717,-49.146,-106.145,-78.8177
69.679,-19.8408,-48.9265,-106.012,-78.7672
69.69,-20.0197,-48.6939,-105.87,-78.7136
69.7,-20.1869,-48.4766,-105.739,-78.6634
69.711,-20.3514,-48.2626,-105.609,-78.6139
69.721,-20.5087,-48.0578,-105.485,-78.5665
69.732,-20.6763,-47.8395,-105.353,-78.5158
69.742,-20.8274,-47.6425,-105.234,-78.4699
69.753,-20.9996,-47.418,-105.098,-78.4176
69.763,-21.1531,-47.2178,-104.977,-78.3709
69.774,-21.316,-47.0051,-104.849,-78.3211
69.784,-21.4649,-46.8107,-104.731,-78.2756
69.795,-21.6247,-46.6019,-104.605,-78.2266
69.805,-21.7742,-46.4064,-104.487,-78.1806
69.816,-21.929,-46.2039,-104.365,-78.1329
69.827,-22.0891,-45.9944,-104.239,-78.0835
69.837,-22.2257,-45.8156,-104.131,-78.0413
69.848,-22.3852,-45.6066,-104.006,-77.9918
69.858,-22.5207,-45.4291,-103.899,-77.9497
69.869,-22.6674,-45.2366,-103.783,-77.9041
69.879,-22.8034,-45.0583,-103.676,-77.8617
69.89,-22.9492,-44.8668,-103.561,-77.8161
69.9,-23.0795,-44.6957,-103.458,-77.7753
69.911,-23.226,-44.5033,-103.342,-77.7293
69.921,-23.351,-44.339,-103.244,-77.69
69.932,-23.4896,-44.1568,-103.134,-77.6463
69.943,-23.6277,-43.9751,-103.025,-77.6027
69.953,-23.7507,-43.8132,-102.928,-77.5638
69.964,-23.8868,-43.6339,-102.821,-77.5207
69.974,-24.0037,-43.4799,-102.729,-77.4836
69.985,-24.1372,-43.304,-102.623,-77.4412
69.995,-24.2484,-43.1573,-102.536,-77.4057
70.006,-24.3755,-42.9897,-102.435,-77.3652
70.016,-24.4882,-42.8409,-102.346,-77.3291
70.027,-24.61,-42.6801,-102.25,-77.2901
70.037,-24.7203,-42.5344,-102.163,-77.2547
70.048,-24.8338,-42.3845,-102.074,-77.2182
70.058,-24.9387,-42.2457,-101.991,-77.1844
70.069,-25.0513,-42.0968,-101.902,-77.1481
70.08,-25.164,-41.9477,-101.813,-77.1117
70.09,-25.2588,-41.8222,-101.738,-77.081
70.101,-25.3666,-41.6794,-101.653,-77.0461
70.111,-25.4635,-41.5511,-101.576,-77.0146
70.122,-25.5608,-41.4222,-101.5,-76.983
70.132,-25.6785,-41.2661,-101.407,-76.9446
70.143,-25.7486,-41.1731,-101.351,-76.9218
70.153,-25.8313,-41.0634,-101.286,-76.8947
70.164,-25.9308,-40.9314,-101.208,-76.8622
70.174,-26.0121,-40.8234,-101.143,-76.8355
70.185,-26.1,-40.7066,-101.074,-76.8066
70.196,-26.1819,-40.5978,-101.009,-76.7797
70.206,-26.2574,-40.4974,-100.95,-76.7548
70.217,-26.3368,-40.3919,-100.887,-76.7287
70.227,-26.4077,-40.2976,-100.831,-76.7052
70.238,-26.4844,-40.1956,-100.77,-76.6799
70.248,-26.549,-40.1095,-100.719,-76.6585
70.259,-26.6207,-40.0141,-100.663,-76.6347
70.269,-26.6816,-39.933,-100.615,-76.6145
70.28,-26.7466,-39.8463,-100.563,-76.5928
70.29,-26.8036,-39.7703,-100.518,-76.5738
70.301,-26.8633,-39.6907,-100.471,-76.5539
70.311,-26.9176,-39.6183,-100.428,-76.5358
70.322,-26.9715,-39.5464,-100.386,-76.5178
70.333,-27.0236,-39.4768,-100.344,-76.5003
70.343,-27.0685,-39.4168,-100.309,-76.4852
70.354,-27.1157,-39.3538,-100.272,-76.4694
70.364,-27.1561,-39.2998,-100.24,-76.4558
70.375,-27.1961,-39.2462,-100.208,-76.4423
70.385,-27.2314,-39.1991,-100.18,-76.4304
70.396,-27.2672,-39.1511,-100.152,-76.4183
70.406,-27.2975,-39.1107,-100.128,-76.4081
70.417,-27.3281,-39.0697,-100.104,-76.3977
70.427,-27.3524,-39.0372,-100.085,-76.3895
70.438,-27.3766,-39.0047,-100.065,-76.3813
70.449,-27.3985,-38.9754,-100.048,-76.3738
70.459,-27.4155,-38.9526,-100.035,-76.368
70.47,-27.4307,-38.9322,-100.023,-76.3629
70.48,-27.4419,-38.9172,-100.014,-76.359
70.491,-27.4517,-38.9041,-100.006,-76.3557
70.501,-27.4577,-38.896,-100.001,-76.3536
70.512,-27.4615,-38.8909,-99.9984,-76.3523
